0,10,10,4,22,9,2934,5,647,4,539,37,2,18,1461,430,26,93,8,168,6393,64,31,250,186,8,30,4,1099,7,4,1325,7,4,123,59,9,66,35,2374,56,429,49,7,4,85,372,21,59,9,7802,5,961,52,2896,8,4,123,17,73,10,10,34,4,840,136,25,923,15,4,3038,9,1454,18,41,10,10,75,124,15,2381,66,16,981,8,30,6,6282,137,4,277,9,643,1036,25,66,124,121,14,16,170,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,253,149,14,22,466,4,547,13,188,6,176,7,4,58,15,14,22,16,220,13498,1939,9395,2,179,6,171,183,15,26,576,729,200,4,107,4,649,200,35,1626,969,5,6,392,506,85,1389,269,8,989,15,649,525,12,421,40,15,184,76,469,4,22,8,72,10,10,31,7,4,1653,944,151,9,18214,55,55,163,109,60,48,29,2465,57,1288,1
2,14354,5,10,10,1337,1085,12,10,10,6429,152,1533,168,40,12,16,814,23,374,12,16,10,10,814,23,4472,344,5802,4,1057,69,10,10,1857,7,1524,55,1523,1857,5,7269,10,10,165,1777,295,11,49,139,21,669,25,191,842,10,10,4,156,25,191,391,51,507,399,5,25,462,10,10,54,4,375,2,214,27,16341,2,39,27,648,10,10,140,5,851,14,20,1425,108,40,14,36,26,6,6907,5,10,10,6,2,0
3,19180,7,2188,438,80,124,553,21,14,31,66,9,11,94,205,2756,33,94,2026,9,6,16345,1485,12214,2,4,4223,7,9336,21,230,39,112,2,12,82,10077,4,52,11,257,5,175,7,178,3563,7,263,1736,4580,42,583,8481,50,9,6,2,7694,5,2,11,2,6532,21,14,166,4,749,7,4,20,48,233,3417,24,33,32,6118,48,25,566,4967,4,2802,1748,18443,2564,34,2,335,131,2378,8,14,6532,7,4,1357,545,1178,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,219,12,23,374,727,3797,116,22,2,51,53,70,30,301,14,20,1870,4,156,26,616,8,135,4,222,14,16,1408,8,30,6,212,21,50,16,64,31,163,561,85,74,15,9,16,1350,8,106,18,72,10,10,300,46,7,158,1345,0
5,267,33,294,37,165,423,1136,3043,1061,554,1554,40,15716,5,6884,3832,10,10,38,13,296,14,5,12,679,46,15,32,4,1418,26,208,44,14,31,45,6,678,4060,21,1025,6,176,7,11480,12,218,60,737,23,101,651,24,60,43,8,97,253,7,45,43,31,357,4032,3340,103,160,32,4,96,143,10,10,13,69,77,2815,13,161,1632,13,244,6,2418,10,10,92,30,6,2418,92,437,58,5,278,23,14,2446,7,1157,0
6,77,11744,4954,5,29,166,6,905,2491,44,89,29,210,3405,18,4,1164,5,2,4,2591,3299,7,12,95,29,560,142,40,430,16,13,379,63,9,27,96,7,979,15811,8,413,6,8157,305,63,29,127,151,4,248,1354,243,95,225,4,136,121,29,497,8,7632,4,14686,83,3186,90,140,34,5008,41,21,59,218,4460,88,240,99,1202,8,2828,41,4521,14,16,6,87,463,7,1250,15,16,82,2,34,199,4,284,5,524,1
7,144,3259,56,5,380,231,108,12943,42,279,108,19,6,275,243,7,65,259,37,423,14,20,16,57,8158,345,66,379,66,4502,42,47,24,110,101,66,52,20,42,279,36,26,66,1393,5,43,28,78,1360,2837,345,96,13,62,24,386,14,20,8,61,249,5514,18,6,52,20,585,4,64,155,12,9,52,470,9,49,2,9270,2129,33,4,1235,1027,8,30,646,48,25,106,18,919,45,642,691,13,202,12,2241,42,329,0
8,2,5,4,2,297,1277,19,35,5145,31,7,4,598,6382,388,21,25,79,35,326,89,3094,84,70,79,54,507,1059,4192,172,19,4,2832,2658,871,2,34,1806,83,11738,18,35,1863,2669,29,43,286,343,8,399,15,10,10,32,11,32,6,327,12541,39,16870,53,801,2112,1369,60,48,24,56,8,4,1273,7,27,792,108,45,776,195,8,5984,17,31,7,6,3516,7,1071,11727,3947,1268,46,50,5,400,258,11,2375,2,2,1
9,14,20,35,966,338,589,33,231,278,150,159,13,895,387,72,135,15,13,447,4,86,5782,190,4,333,31,9,142,7,6,275,65,4,114,9,55,11,1137,5,6622,190,11,4,130,25,26,1535,51,4,2304,16,14,42,15,32,44,4,116,62,30,1192,338,11,6,503,1029,7555,22,13,100,2138,450,2685,21,13,92,181,8,2372,12,18,148,15,26,18,4982,21,13,70,3040,56,107,527,634,11,107,606,715,45,10040,0
10,4028,113,54,59,892,6,1112,21,4116,5,2148,6340,5024,37,166,27,602,11,41,179,788,59,4153,19,4,326,7,1556,46,51,4,85,2524,238,28,2564,10,10,4,116,5,3167,26,210,23,4,278,63,166,2066,2097,8,4,123,220,1097,6,965,31,13,16,1082,2654,245,34,12,885,679,125,61,452,23,4,85,508,10034,14,123,13,104,4,2461,8,63,31,2,19,2,6593,9,4,91,674,2367,11,2,2066,2097,8,16369,1
11,8176,9,2345,2,4,707,11398,37,16,875,8,6,212,8202,34,4,360,7,4,707,23,12090,314,5,237,95,47,77,11,6,1752,344,2345,2949,5,150,2464,8,8085,27,10473,10,10,466,4,465,863,14,9,66,43,35,1338,18,775,7,55,163,1994,270,1328,8,135,99,76,53,62,2372,4,22,21,48,25,510,4,1298,1056,4614,102,490,119,14,51,85,22,1580,6,228,2055,34,3447,11407,6,87,212,63,1015,6,7042,311,1
12,10,2,108,100,30,53,3375,4144,5,1617,151,507,4609,153,154,306,53,682,60,151,134,108,161,28,8,28,1515,4161,896,393,2271,41,3080,89,40,113,12,9,103,32,50,71,450,4161,7,14,22,32,19,4,172,749,4,31,13,219,69,35,1283,136,21,684,50,71,107,85,4161,15,161,1345,4,8615,50,286,6,2155,21,50,71,210,8615,33,101,967,45,6,3150,866,896,393,9,35,674,22,11,20,479,6,215,67,1
13,61,154,8107,6038,245,38,31,251,17,146,8954,143,4809,13,67,15,8107,150,304,273,11,6,5,13,197,7023,3374,9,14,4,208,123,280,13,1706,12,16,13,9020,138,122,36,653,4,3769,956,39,6,396,8,6,126,237,95,4,123,47,77,427,394,5,4,64,282,146,743,12,6,241,9,6,88,146,327,503,88,7,7927,5,1148,88,11,4,154,211,4,123,16,6836,150,13,43,784,12,784,12,10,10,241,158,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540,4061,34,4,1023,7,2,7314,1884,5,1745,1983,14,31,43,152,97,4,605,1763,318,302,6,1523,65,347,959,11,6,365,15,60,4,320,542,177,191,607,43,57,8212,133,57,31,186,770,8,2794,8254,76,40,2,525,525,1345,23,12,0
15,4,647,5259,5,4981,595,112,626,34,363,11,1938,926,10,10,591,92,387,4,664,405,7,1423,471,25,125,138,144,12,12,9,230,1731,8,4,2983,1718,1187,88,18,31,4,116,11,9,530,5,12,66,166,25,66,235,40,335,149,142,335,24,424,8,30,319,10,10,9,407,31,7,4,118,189,102,13,28,126,110,64,6,171,108,28,93,12,83,61,350,457,189,5,14,20,1777,6,1156,300,1466,23,61,1029,1
16,7,279,29,16,3222,19,4,1180,5,473,8,97,252,15,36,62,24,7736,6,686,10105,46,7,68,8117,5,15,4,157,62,30,6,420,2078,7,89,24,8,97,20,42,279,29,1800,498,396,5,473,8,30,35,12678,21,27,223,122,24,387,90,10,10,4,64,155,15,9,252,15,2500,9989,90,11,4,705,9,88,94,11,119,19,90,38,94,2,4584,143,4,2054,42,88,29,1194,94,403,5,5545,32,501,960,2072,0
