0,17,49,13748,1628,10,10,61,64,1403,2,9,15,4,170,6805,180,962,304,49,397,343,8,5,82,4,65,9,184,815,4,249,173,9,15,25,1585,32,7,129,456,54,25,471,125,4,500,57,551,89,111,25,69,54,25,236,4979,25,2,33,470,456,131,134,1403,712,1212,45,6,897,500,15,9,545,441,5,9,55,4739,14,9,4,552,7,500,15,2002,77,1064,18,23,4,2,10,10,6,404,158,46,7,158,1
1,8,72,138,122,36,81,15,1489,68,456,11,11117,111,7,98,1131,23,4,2141,138,62,36,2,141,6,113,2,1311,43,8,169,1644,18,68,1389,280,36,3820,4,1541,7,5170,5,9180,138,161,36,43,789,50,62,25,2,129,113,5,15,7,129,436,1830,43,8,169,1644,18,6,7719,7,5364,17,1824,17,12,16,8,81,12,18,15,1288,584,287,4,12112,4678,7,134,2110,7,84,2960,341,18,6,7335,128,98,74,13,1
2,88,4,2272,654,1118,9399,10162,9,165,6,1124,2545,10162,9,579,8,7632,678,11,661,8,79,1618,7,4,162,350,1003,303,124,17,2,2,151,10162,9,23,6,2,1973,59,734,11,119,19,988,678,18,147,231,41,204,2682,4739,21,10162,2649,143,5,19242,6640,2790,103,59,659,46,142,15,9,24,66,283,44,988,4,277,80,2416,2,34,72,17,12,9,1669,2,46,48,233,490,1562,358,14,20,13,91,434,122,10,10,1
3,8,157,295,34,4,130,2041,2,6,147,1648,7,1161,18,257,85,7173,122,6,52,292,19,15,10,10,184,76,32,4,354,133,71,321,3304,5,1768,71,87,5,13,16,179,623,19,6,55,402,168,33,718,5612,395,51,62,413,27,801,1185,217,13,258,55,117,8,7100,133,382,2197,11970,17167,385,638,17,6,117,227,1035,17,17982,322,2406,21,41,217,286,66,1375,8,4,65,32,11,32,35,321,418,7,157,790,158,1
4,2574,34,5223,37,2721,2,309,39,27,1486,4835,19,13556,18447,5,12551,17,29,266,8,1779,4,1443,15,2,47,93,8,27,113,5223,2,134,4135,5,778,8,4337,309,11,4,3047,7,4,349,19,937,29,5519,4,3689,10,10,4,837,5414,8,11,4,425,9,6,2892,8,14,2933,1651,8,401,2066,419,752,1093,8,202,56,4,837,9,8,7970,113,2,9,6,728,5,976,22,23,111,2191,5,13,81,24,9298,8,386,12,1
5,11394,9,5242,29,732,46,1644,18,98,13,92,124,37,9927,9,5895,8,909,21,13,440,45,294,37,1232,4007,10,10,19151,9,210,12264,793,49,1518,84,5,49,1418,11,91,2936,13,104,45,6,76,3929,2790,8,270,19151,1212,5,8,331,412,2066,113,209,11990,99,111,84,5,198,60,53,4739,8,123,15024,11,6,22,3458,13387,9,6,20,63,18,72,716,72,117,21,12,9,11,94,205,96,13,104,6,1293,276,295,22,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2212,66,73,131,3017,5,2570,639,434,31,7,2,118,102,1293,324,19,6,87,863,18,836,383,1271,2426,34,307,3930,4113,88,7,4,87,863,25,235,40,25,28,8,106,12,8,4,130,48,25,169,624,2328,1804,11,10280,5,17119,27,425,17,4,1300,7,836,13,386,14,327,117,20,17,35,11941,457,46,7,457,1
7,5,260,110,91,7,98,13,70,376,25,15,24,6,31,7,98,9,101,52,14,31,151,9,34,230,4,249,155,240,126,224,5,15,9,6,678,8671,23,27,173,285,427,285,44,14,20,9,17266,967,33,118,4,627,9,394,4,116,9,1322,4,318,302,97,1347,790,39,4172,834,168,40,5072,132,4,65,9,3104,6277,5,379,92,437,129,58,60,267,33,4,374,953,1108,387,584,2753,12,6,601,2152,616,964,5030,0
8,15,91,856,20,4368,203,6918,124,21,17,515,17,25,67,41,25,80,30,2,5,490,181,8,124,53,82,808,41,46,11,2,2,48,25,70,169,12,10,10,30,12534,7,4,178,2,288,766,13,92,124,48,68,9881,2125,9,2296,6,176,7,4,139,977,8,30,617,33,99,702,6,2125,14,203,28,77,4,96,36,71,324,13,92,124,21,237,45,4,64,96,8,67,14,22,45,290,2,15,31,1403,2919,12927,1
9,0,0,0,1,806,14,20,9,43,6,706,248,365,13,219,55,76,9591,819,5,535,6,2,20,40,2,51,13,16,1353,16,6,364,352,20,40,2,42,14915,23,248,57,841,55,357,53,95,433,548,139,49,52,1008,24,53,13,440,13,80,79,4,580,8,97,6,20,40,14,5,95,13,123,89,8,81,141,6,20,10,10,61,2188,11908,2,4,3745,2,9390,4257,985,4876,3989,525,10,10,806,18,61,78,631,0
