0,47,6,254,58,3354,15,36,28,2850,40,14,33,101,58,11,68,479,315,14,2,136,13,320,535,4,154,232,8,376,914,29,215,1970,27,11613,34,2410,27,205,419,125,19,6,4570,3161,10141,10,10,11,32,13,520,298,4850,6,300,14,9,6,318,603,11,61,1510,11,15,12,9,7675,18,4,249,91,3577,91,2403,108,207,126,110,42,108,15,97,72,462,209,60,8981,8,353,298,4850,9,407,35,463,7,4,1569,0
1,16,40,59,16,23,4,355,270,13,40,91,2284,1554,21,13,1800,14,31,14,9,4,64,58,13,219,38,76,2,5,16,24,679,23,148,5409,71,96,3701,57,31,2326,15,96,1627,5,13,92,104,36,60,122,95,4,1105,173,16,527,61,1233,301,8,72,303,161,4534,40,15,173,161,4534,104,12,16,2,13,301,422,64,8,4062,41,1417,150,13,124,138,75,115,1021,14,9,31,7,4,249,102,13,28,126,110,0
2,925,136,2,1674,143,4,2,7,6,1312,23,63,9,14167,6,2463,3762,7,16357,8,2101,46,33,27,351,336,17,29,10551,11,4,5382,4,20,4199,33,4,5465,7,4,3737,925,42,128,246,33,32,4,183,416,11,4,2634,14,5465,93,53,3759,11,4,598,8365,7226,4,480,2057,2,5,9956,19,6,2821,2,1289,339,9276,4,855,34,4,130,7,12,35,3239,2,13660,11,7156,5,4,20,13660,11,6,1358,3938,7,1050,438,1
3,5,97,14,20,128,10,10,4,167,5,323,4768,533,4746,15,12,16,878,8,169,6,65,18,4,236,173,88,4,130,7,4,333,20,16,179,4677,65,1567,89,36,188,187,15,4,206,139,18,280,21,36,122,160,155,99,63,13,191,2596,88,15,62,30,6,1361,21,48,25,106,4,20,74,490,1495,12,16699,195,13,332,15,14,1253,7,4,2744,1151,9,4,222,1863,7,32,289,108,48,15,817,233,8,25,1604,1
4,904,5,3859,11,63,1227,233,70,593,5,724,14,2386,5,231,281,26,24,1670,63,166,12,6,22,2,925,99,10,10,4,64,155,15,186,6,227,125,9,4,192,15,11,4,130,31,1915,18,4,3265,7,4,1435,455,42,4,13352,7,27,2624,25,165,235,2506,18,4,117,430,1004,4,132,21,695,4,3093,7,4,430,566,30,6396,39,527,7945,7,4,132,4,1152,14288,17,12,215,39,1907,4,132,8,1907,27,1440,1
5,101,2843,20,4,363,925,186,8,30,13718,32,44,98,54,6,147,10119,2,4,363,270,19,94,2902,1805,5,736,146,252,14,16,981,8,2198,8,49,7,1240,2,205,965,42,3580,2490,10,10,14,9,4,118,20,19,5789,34,6,196,324,48,25,42,259,334,16,1535,138,4,5789,71,38,1063,145,11,4,2226,1069,89,338,4,102,28,77,18,4,236,171,2740,13,104,14,22,47,33,222,2212,73,195,8,1754,6,2307,1
6,468,8,30,4,249,5450,23,4,3193,8,353,8,5917,4,2,12,43,93,427,57,281,10,10,15,9,6,52,463,7,4,801,2331,11,4,139,15,93,56,14,20,36,71,647,862,197,46,862,8049,5,93,7,1050,1835,5,15,16,371,4075,10,10,17,13,301,14,20,16,6,194,387,180,5,13,386,25,798,12,6,854,8,4,899,25,144,81,142,44,134,4980,857,15,84,26,1200,12,17463,4,6307,7,4,2138,0
7,765,877,2,17025,5,2612,1458,4,3983,97,56,302,26,73,4342,5,9412,19,1772,54,59,2,4,11203,198,54,12,461,12672,954,5,120,4,350,11,94,2603,39,50,12533,75,6292,842,263,1505,351,11203,3260,5,2,5,3260,4,347,1216,18,4,1365,761,14,571,175,58,59,1068,8,521,120,90,28,6,117,7558,18,4,351,9290,10,10,11,32,4,333,346,65,4,9843,5,4,2,73,3708,302,9,51,8440,14,576,4554,755,0
8,3560,10,10,6395,3652,127,6,87,292,2265,4,147,113,804,5505,592,1468,6612,2544,5299,1240,24,99,111,84,573,12,21,3652,122,49,147,52,116,2632,11,4,18789,7,63,14,20,9,31,2,29,82,272,11,350,2995,29,82,272,179,275,34,4,96,209,27,5045,392,8123,11,14,20,4,20,82,944,49,478,696,156,5,49,478,116,469,10,10,6,87,5,441,20,15,82,131,371,1777,56,147,73,639,10,10,709,158,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,3020,3153,23,4,2158,12555,4,2,12,9,61,514,4,6106,9,480,4,328,5,428,643,5657,10030,950,2346,4,1310,15,4,2052,9,269,8,1975,4,65,9,2706,5,4,277,9,283,8,22,1359,10,10,444,13,520,4,2,6,693,21,14,843,2052,1015,6,158,1
10,778,2,12,143,4,2,17857,53,3699,134,663,26,327,151,5,16027,143,8921,11546,134,476,81,12,32,5,13,16,317,536,51,6,762,7,1244,10,10,806,21,50,16,164,1653,44,14,22,14,364,352,117,313,23,4,14608,9,6,7848,437,7,58,5,35,2384,8,2587,146,770,15,11,6592,33,4,5544,130,7,4,4944,2425,5,33,6,58,54,2199,7,2174,1531,16,582,83,1152,15,142,40,14,100,165,30,93,10,10,0
11,8365,2,246,82,287,147,921,1137,5,3033,27,239,1791,72,7,670,852,19355,1146,7,3273,1080,2,11,7680,4264,10,10,4,206,139,26,371,2877,24,237,2,47,6,20,2399,141,312,2,246,3005,519,139,4,318,302,3655,4,2,7,2131,5,6480,8,68,4317,2,251,270,4,1273,15,14,20,695,47,4722,5,3058,10102,10,10,444,87,116,39,94,6,1029,177,40,35,3166,314,1073,12430,1029,6603,1979,3133,206,5,6,2706,229,0
12,243,7,619,4,22,191,759,23,45,205,5068,13,104,99,111,84,80,650,14,22,23,4,2124,7,4,425,5,12,127,24,216,491,8,15,651,7,212,85,74,4,425,50,9,55,117,9526,4,20,8,4,204,2,2,5,60,329,7,6,2025,8,982,33,32,4,212,9,55,4274,5,4,114,338,476,238,169,49,486,133,21,91,1473,62,64,79,6,5491,133,5,50,14,20,9,6,4060,92,437,129,58,19,12,0
13,16,17,6,1670,7186,8,4,308,3843,109,11,2,2,718,328,9,31,7,148,373,6164,1035,46,4895,12,56,2,493,40,4,117,1922,31,11,11240,10986,42,1516,2075,37,144,30,579,15,112,2,3192,9,24,4,172,155,17,112,163,10,10,12,9,24,60,2764,45,43,2227,45,24,60,2,45,43,379,10,10,13,557,52,183,44,10493,7499,99,21,48,14,9,233,8,140,34,13,4283,30,12957,46,8,169,12,23,288,0
