0,528,140,83,101,1373,17,4,85,4426,795,81,6,52,292,7,656,459,7,15,190,13,3439,19,4,2590,15,14,9,9137,118,157,15,9,43,24,6,55,2720,448,23,4,6549,7,565,102,29,47,526,5,2684,11,13,62,40,8,854,15,13,169,12,221,15,107,7,4,1507,37,256,11,14,20,5,7959,2,115,174,1482,11,160,22,42,699,123,11,2716,7,743,52,354,61,3616,47,72,1535,51,575,8,134,107,1507,1
1,676,50,26,139,63,28,77,324,220,2,50,26,139,63,28,107,42,53,1300,665,5,12,9,179,373,8,67,4,206,3583,39,31,1300,324,8,160,209,6,282,4,370,220,115,1102,17,48,4,55,1020,1740,16,1595,7,800,27,583,7,1114,1959,4,156,395,4,293,555,511,40,9958,5,4,696,177,9,983,867,50,26,53,1512,74,114,11,4,229,48,126,50,16,31,10,10,6,66,2,20,5,6,1689,1020,167,0
2,8,870,143,12,9,346,5,47,111,388,7,15441,486,1049,10321,1524,7305,13862,125,268,2573,35,3813,4485,603,5,7,265,308,2,269,27,651,118,8,30,4,2026,7,4,22,19,35,6359,239,6929,14,19542,4,454,9,4,9321,173,8,870,143,17,12,186,40,12,304,1437,18,134,107,2521,8,79,68,14699,18,4286,11,4,1411,180,4,2450,145,9176,121,87,4191,515,80,2,27,4546,11,27,205,394,96,1243,208,314,6691,19972,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,272,17,48,4,11441,564,47,77,2,19917,4,14,9,6,55,1156,189,206,20,44,6,132,270,56,11,35,1704,8,30,343,11,2747,2846,259,37,28,110,11441,694,4,65,106,46,18,9094,14826,17,6,8492,5,5503,52,267,5059,14,545,1134,1115,5,1775,189,20,203,24,30,8,2,4034,21,14,2280,5675,9,73,290,2987,46,18,259,37,9,337,7,4,512,709,158,1
4,217,17185,17,4,9,87,800,404,6020,7,6,1042,17,4,506,9,6,1249,29,152,306,8,30,116,285,44,90,9,1249,5,127,24,306,918,10,10,21,17576,752,32,9,17,4,4494,29,9,6424,11,27,217,2691,715,566,1634,27,157,12,9,6,239,8,11081,1437,10,10,9,6,4829,781,8,97,52,438,12,144,24,30,3714,43,18,4,192,15,12,287,15,48,183,26,828,606,4,4,1901,70,30,66,1767,158,158,1
5,61,492,5,13,2971,688,8,12,112,8382,17,6,2284,509,13,7708,4746,536,14,16,170,8,30,160,86,4188,1333,552,20,13,3525,135,15,13,16,55,770,8,169,546,66,2961,4,20,39,4,636,136,8,4,898,12,16,6,87,365,5,4,177,16,404,11,68,555,61,492,5,13,258,3147,1104,143,436,20,5,75,26,1264,15,75,219,12,12,93,18,6,87,2324,2655,20,5,13,545,386,12,8,259,132,42,255,1
6,33,211,240,38,9426,29,152,81,76,8,2910,309,27,8531,26,11,4,568,2550,21,43,44,285,334,9,184,3408,29,2,220,99,52,8,30,283,7,265,5,75,1598,18,90,4,439,18,72,9,6,583,7,11871,836,12,62,28,77,76,128,48,29,69,69,8,788,27,403,29,115,4214,83,4,6372,60,54,5482,34,27,322,8,30,45,131,253,19,4,78,493,243,7,67,12,43,8,106,3947,81,27,1211,232,14297,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,13,244,38,1264,13,296,14,23,4285,305,7,2648,18,12,11,4,2258,42,374,1130,4,20,47,49,757,21,48,25,181,8,97,12,6,2640,20,13,1467,15,25,413,51,4,293,105,26,446,19687,10,10,241,158,0
8,4,360,245,305,361,49,320,2,705,2,769,1584,38,368,7,114,1512,4,226,183,11,2382,7,11491,138,9,50,6,4194,2810,11,4,655,7,4,10685,51,44,4,3965,138,28,695,7574,929,7,51,66,575,33,2,11,35,2,673,10,10,4,226,22,3811,4277,39,4,2,373,603,8,4,2968,8820,1352,6576,10,10,92,106,14,22,13,124,49,84,423,12,21,49,84,79,125,23,112,2,23,5,13,92,391,98,345,0
9,23,1752,4696,4148,15,6,2159,7,178,1473,1854,8,2537,91,7,4,356,16496,7,2,5876,12,82,16,626,15,31,11,677,2,8,4,2,2417,15,84,100,1140,68,4696,209,12896,48,36,473,8,2,3413,3441,2945,48,25,106,14,22,25,80,850,4,283,65,7,6,1020,255,37,100,24,1598,765,56,34,41,2,5,79,73,366,59,16,6100,44,41,5876,5,1990,2261,2199,1294,25,1563,3695,18,112,35,12657,429,5485,5,5521,1
